TIMESTAMP,RECORD,year,dayofyear,hours,minutes,Rain,Rintensity_Avg
1/1/17 2:05,716279,2017,1,2,5,241.58,0
1/1/17 2:06,716280,2017,1,2,6,241.58,0
1/1/17 2:07,716281,2017,1,2,7,241.58,0
1/1/17 2:08,716282,2017,1,2,8,241.58,0
1/1/17 2:09,716283,2017,1,2,9,241.58,0
1/1/17 2:10,716284,2017,1,2,10,241.58,0
1/1/17 2:11,716285,2017,1,2,11,241.58,0
1/1/17 2:12,716286,2017,1,2,12,241.58,0
1/1/17 2:13,716287,2017,1,2,13,241.58,0
1/1/17 2:14,716288,2017,1,2,14,241.58,0
1/1/17 2:15,716289,2017,1,2,15,241.58,0
1/1/17 2:16,716290,2017,1,2,16,241.58,0
1/1/17 2:17,716291,2017,1,2,17,241.58,0
1/1/17 2:18,716292,2017,1,2,18,241.58,0
1/1/17 2:19,716293,2017,1,2,19,241.58,0
1/1/17 2:20,716294,2017,1,2,20,241.58,0
1/1/17 2:21,716295,2017,1,2,21,241.58,0
1/1/17 2:22,716296,2017,1,2,22,241.58,0
1/1/17 2:23,716297,2017,1,2,23,241.58,0
1/1/17 2:24,716298,2017,1,2,24,241.58,0
1/1/17 2:25,716299,2017,1,2,25,241.58,0
1/1/17 2:26,716300,2017,1,2,26,241.58,0
1/1/17 2:27,716301,2017,1,2,27,241.58,0
1/1/17 2:28,716302,2017,1,2,28,241.58,0
1/1/17 2:29,716303,2017,1,2,29,241.58,0
1/1/17 2:30,716304,2017,1,2,30,241.58,0
1/1/17 2:31,716305,2017,1,2,31,241.58,0
1/1/17 2:32,716306,2017,1,2,32,241.58,0
1/1/17 2:33,716307,2017,1,2,33,241.58,0
1/1/17 2:34,716308,2017,1,2,34,241.58,0
1/1/17 2:35,716309,2017,1,2,35,241.58,0
1/1/17 2:36,716310,2017,1,2,36,241.58,0
1/1/17 2:37,716311,2017,1,2,37,241.58,0
1/1/17 2:38,716312,2017,1,2,38,241.58,0
1/1/17 2:39,716313,2017,1,2,39,241.58,0
1/1/17 2:40,716314,2017,1,2,40,241.58,0
1/1/17 2:41,716315,2017,1,2,41,241.58,0
1/1/17 2:42,716316,2017,1,2,42,241.58,0
1/1/17 2:43,716317,2017,1,2,43,241.58,0
1/1/17 2:44,716318,2017,1,2,44,241.58,0
1/1/17 2:45,716319,2017,1,2,45,241.58,0
1/1/17 2:46,716320,2017,1,2,46,241.58,0
1/1/17 2:47,716321,2017,1,2,47,241.58,0
1/1/17 2:48,716322,2017,1,2,48,241.58,0
1/1/17 2:49,716323,2017,1,2,49,241.58,0
1/1/17 2:50,716324,2017,1,2,50,241.58,0
1/1/17 2:51,716325,2017,1,2,51,241.58,0
1/1/17 2:52,716326,2017,1,2,52,241.58,0
1/1/17 2:53,716327,2017,1,2,53,241.58,0
1/1/17 2:54,716328,2017,1,2,54,241.58,0
1/1/17 2:55,716329,2017,1,2,55,241.58,0
1/1/17 2:56,716330,2017,1,2,56,241.58,0
1/1/17 2:57,716331,2017,1,2,57,241.58,0
1/1/17 2:58,716332,2017,1,2,58,241.58,0
1/1/17 2:59,716333,2017,1,2,59,241.58,0
1/1/17 3:00,716334,2017,1,3,0,241.58,0
1/1/17 3:01,716335,2017,1,3,1,241.58,0
1/1/17 3:02,716336,2017,1,3,2,241.58,0
1/1/17 3:03,716337,2017,1,3,3,241.58,0
1/1/17 3:04,716338,2017,1,3,4,241.58,0
1/1/17 3:05,716339,2017,1,3,5,241.58,0
1/1/17 3:06,716340,2017,1,3,6,241.58,0
1/1/17 3:07,716341,2017,1,3,7,241.58,0
1/1/17 3:08,716342,2017,1,3,8,241.58,0
1/1/17 3:09,716343,2017,1,3,9,241.58,0
1/1/17 3:10,716344,2017,1,3,10,241.58,0
1/1/17 3:11,716345,2017,1,3,11,241.58,0
1/1/17 3:12,716346,2017,1,3,12,241.58,0
1/1/17 3:13,716347,2017,1,3,13,241.58,0
1/1/17 3:14,716348,2017,1,3,14,241.58,0
1/1/17 3:15,716349,2017,1,3,15,241.58,0
1/1/17 3:16,716350,2017,1,3,16,241.58,0
1/1/17 3:17,716351,2017,1,3,17,241.58,0
1/1/17 3:18,716352,2017,1,3,18,241.58,0
1/1/17 3:19,716353,2017,1,3,19,241.58,0
1/1/17 3:20,716354,2017,1,3,20,241.58,0
1/1/17 3:21,716355,2017,1,3,21,241.58,0
1/1/17 3:22,716356,2017,1,3,22,241.58,0
1/1/17 3:23,716357,2017,1,3,23,241.58,0
1/1/17 3:24,716358,2017,1,3,24,241.58,0
1/1/17 3:25,716359,2017,1,3,25,241.58,0
1/1/17 3:26,716360,2017,1,3,26,241.58,0
1/1/17 3:27,716361,2017,1,3,27,241.58,0
1/1/17 3:28,716362,2017,1,3,28,241.58,0
1/1/17 3:29,716363,2017,1,3,29,241.58,0
1/1/17 3:30,716364,2017,1,3,30,241.58,0
1/1/17 3:31,716365,2017,1,3,31,241.58,0
1/1/17 3:32,716366,2017,1,3,32,241.58,0
1/1/17 3:33,716367,2017,1,3,33,241.58,0
1/1/17 3:34,716368,2017,1,3,34,241.58,0
1/1/17 3:35,716369,2017,1,3,35,241.58,0
1/1/17 3:36,716370,2017,1,3,36,241.58,0
1/1/17 3:37,716371,2017,1,3,37,241.58,0
1/1/17 3:38,716372,2017,1,3,38,241.58,0
1/1/17 3:39,716373,2017,1,3,39,241.58,0
1/1/17 3:40,716374,2017,1,3,40,241.58,0
1/1/17 3:41,716375,2017,1,3,41,241.58,0
1/1/17 3:42,716376,2017,1,3,42,241.58,0
1/1/17 3:43,716377,2017,1,3,43,241.58,0
1/1/17 3:44,716378,2017,1,3,44,241.58,0
1/1/17 3:45,716379,2017,1,3,45,241.58,0
1/1/17 3:46,716380,2017,1,3,46,241.58,0
1/1/17 3:47,716381,2017,1,3,47,241.58,0
1/1/17 3:48,716382,2017,1,3,48,241.58,0
1/1/17 3:49,716383,2017,1,3,49,241.58,0
1/1/17 3:50,716384,2017,1,3,50,241.58,0
1/1/17 3:51,716385,2017,1,3,51,241.58,0
1/1/17 3:52,716386,2017,1,3,52,241.58,0
1/1/17 3:53,716387,2017,1,3,53,241.58,0
1/1/17 3:54,716388,2017,1,3,54,241.58,0
1/1/17 3:55,716389,2017,1,3,55,241.58,0
1/1/17 3:56,716390,2017,1,3,56,241.58,0
1/1/17 3:57,716391,2017,1,3,57,241.58,0
1/1/17 3:58,716392,2017,1,3,58,241.58,0
1/1/17 3:59,716393,2017,1,3,59,241.58,0
1/1/17 4:00,716394,2017,1,4,0,241.58,0
1/1/17 4:01,716395,2017,1,4,1,241.58,0
1/1/17 4:02,716396,2017,1,4,2,241.58,0
1/1/17 4:03,716397,2017,1,4,3,241.58,0
1/1/17 4:04,716398,2017,1,4,4,241.58,0
1/1/17 4:05,716399,2017,1,4,5,241.58,0
1/1/17 4:06,716400,2017,1,4,6,241.58,0
1/1/17 4:07,716401,2017,1,4,7,241.58,0
1/1/17 4:08,716402,2017,1,4,8,241.58,0
1/1/17 4:09,716403,2017,1,4,9,241.58,0
1/1/17 4:10,716404,2017,1,4,10,241.58,0
1/1/17 4:11,716405,2017,1,4,11,241.58,0
1/1/17 4:12,716406,2017,1,4,12,241.58,0
1/1/17 4:13,716407,2017,1,4,13,241.58,0
1/1/17 4:14,716408,2017,1,4,14,241.58,0
1/1/17 4:15,716409,2017,1,4,15,241.58,0
1/1/17 4:16,716410,2017,1,4,16,241.58,0
1/1/17 4:17,716411,2017,1,4,17,241.58,0
1/1/17 4:18,716412,2017,1,4,18,241.58,0
1/1/17 4:19,716413,2017,1,4,19,241.58,0
1/1/17 4:20,716414,2017,1,4,20,241.58,0
1/1/17 4:21,716415,2017,1,4,21,241.58,0
1/1/17 4:22,716416,2017,1,4,22,241.58,0
1/1/17 4:23,716417,2017,1,4,23,241.58,0
1/1/17 4:24,716418,2017,1,4,24,241.58,0
1/1/17 4:25,716419,2017,1,4,25,241.58,0
1/1/17 4:26,716420,2017,1,4,26,241.58,0
1/1/17 4:27,716421,2017,1,4,27,241.58,0
1/1/17 4:28,716422,2017,1,4,28,241.58,0
1/1/17 4:29,716423,2017,1,4,29,241.58,0
1/1/17 4:30,716424,2017,1,4,30,241.58,0
1/1/17 4:31,716425,2017,1,4,31,241.58,0
1/1/17 4:32,716426,2017,1,4,32,241.58,0
1/1/17 4:33,716427,2017,1,4,33,241.58,0
1/1/17 4:34,716428,2017,1,4,34,241.58,0
1/1/17 4:35,716429,2017,1,4,35,241.58,0
1/1/17 4:36,716430,2017,1,4,36,241.58,0
1/1/17 4:37,716431,2017,1,4,37,241.58,0
1/1/17 4:38,716432,2017,1,4,38,241.58,0
1/1/17 4:39,716433,2017,1,4,39,241.58,0
1/1/17 4:40,716434,2017,1,4,40,241.58,0
1/1/17 4:41,716435,2017,1,4,41,241.58,0
1/1/17 4:42,716436,2017,1,4,42,241.58,0
1/1/17 4:43,716437,2017,1,4,43,241.58,0
1/1/17 4:44,716438,2017,1,4,44,241.58,0
1/1/17 4:45,716439,2017,1,4,45,241.58,0
1/1/17 4:46,716440,2017,1,4,46,241.58,0
1/1/17 4:47,716441,2017,1,4,47,241.58,0
1/1/17 4:48,716442,2017,1,4,48,241.58,0
1/1/17 4:49,716443,2017,1,4,49,241.58,0
1/1/17 4:50,716444,2017,1,4,50,241.58,0
1/1/17 4:51,716445,2017,1,4,51,241.58,0
1/1/17 4:52,716446,2017,1,4,52,241.58,0
1/1/17 4:53,716447,2017,1,4,53,241.58,0
1/1/17 4:54,716448,2017,1,4,54,241.58,0
1/1/17 4:55,716449,2017,1,4,55,241.58,0
1/1/17 4:56,716450,2017,1,4,56,241.58,0
1/1/17 4:57,716451,2017,1,4,57,241.58,0
1/1/17 4:58,716452,2017,1,4,58,241.58,0
1/1/17 4:59,716453,2017,1,4,59,241.58,0
1/1/17 5:00,716454,2017,1,5,0,241.58,0
1/1/17 5:01,716455,2017,1,5,1,241.58,0
1/1/17 5:02,716456,2017,1,5,2,241.58,0
1/1/17 5:03,716457,2017,1,5,3,241.58,0
1/1/17 5:04,716458,2017,1,5,4,241.58,0
1/1/17 5:05,716459,2017,1,5,5,241.58,0
1/1/17 5:06,716460,2017,1,5,6,241.58,0
1/1/17 5:07,716461,2017,1,5,7,241.58,0
1/1/17 5:08,716462,2017,1,5,8,241.58,0
1/1/17 5:09,716463,2017,1,5,9,241.58,0
1/1/17 5:10,716464,2017,1,5,10,241.58,0
1/1/17 5:11,716465,2017,1,5,11,241.58,0
1/1/17 5:12,716466,2017,1,5,12,241.58,0
1/1/17 5:13,716467,2017,1,5,13,241.58,0
1/1/17 5:14,716468,2017,1,5,14,241.58,0
1/1/17 5:15,716469,2017,1,5,15,241.58,0
1/1/17 5:16,716470,2017,1,5,16,241.58,0
1/1/17 5:17,716471,2017,1,5,17,241.58,0
1/1/17 5:18,716472,2017,1,5,18,241.58,0
1/1/17 5:19,716473,2017,1,5,19,241.58,0
1/1/17 5:20,716474,2017,1,5,20,241.58,0
1/1/17 5:21,716475,2017,1,5,21,241.58,0
1/1/17 5:22,716476,2017,1,5,22,241.58,0
1/1/17 5:23,716477,2017,1,5,23,241.58,0
1/1/17 5:24,716478,2017,1,5,24,241.58,0
1/1/17 5:25,716479,2017,1,5,25,241.58,0
1/1/17 5:26,716480,2017,1,5,26,241.58,0
1/1/17 5:27,716481,2017,1,5,27,241.58,0
1/1/17 5:28,716482,2017,1,5,28,241.58,0
1/1/17 5:29,716483,2017,1,5,29,241.58,0
1/1/17 5:30,716484,2017,1,5,30,241.58,0
1/1/17 5:31,716485,2017,1,5,31,241.58,0
1/1/17 5:32,716486,2017,1,5,32,241.58,0
1/1/17 5:33,716487,2017,1,5,33,241.58,0
1/1/17 5:34,716488,2017,1,5,34,241.58,0
1/1/17 5:35,716489,2017,1,5,35,241.58,0
1/1/17 5:36,716490,2017,1,5,36,241.58,0
1/1/17 5:37,716491,2017,1,5,37,241.58,0
1/1/17 5:38,716492,2017,1,5,38,241.58,0
1/1/17 5:39,716493,2017,1,5,39,241.58,0
1/1/17 5:40,716494,2017,1,5,40,241.58,0
1/1/17 5:41,716495,2017,1,5,41,241.58,0
1/1/17 5:42,716496,2017,1,5,42,241.58,0
1/1/17 5:43,716497,2017,1,5,43,241.58,0
1/1/17 5:44,716498,2017,1,5,44,241.58,0
1/1/17 5:45,716499,2017,1,5,45,241.58,0
1/1/17 5:46,716500,2017,1,5,46,241.58,0
1/1/17 5:47,716501,2017,1,5,47,241.58,0
1/1/17 5:48,716502,2017,1,5,48,241.58,0
1/1/17 5:49,716503,2017,1,5,49,241.58,0
1/1/17 5:50,716504,2017,1,5,50,241.58,0
1/1/17 5:51,716505,2017,1,5,51,241.58,0
1/1/17 5:52,716506,2017,1,5,52,241.58,0
1/1/17 5:53,716507,2017,1,5,53,241.58,0
1/1/17 5:54,716508,2017,1,5,54,241.58,0
1/1/17 5:55,716509,2017,1,5,55,241.58,0
1/1/17 5:56,716510,2017,1,5,56,241.58,0
1/1/17 5:57,716511,2017,1,5,57,241.58,0
1/1/17 5:58,716512,2017,1,5,58,241.58,0
1/1/17 5:59,716513,2017,1,5,59,241.58,0
1/1/17 6:00,716514,2017,1,6,0,241.58,0
1/1/17 6:01,716515,2017,1,6,1,241.58,0
1/1/17 6:02,716516,2017,1,6,2,241.58,0
1/1/17 6:03,716517,2017,1,6,3,241.58,0
1/1/17 6:04,716518,2017,1,6,4,241.58,0
1/1/17 6:05,716519,2017,1,6,5,241.58,0
1/1/17 6:06,716520,2017,1,6,6,241.58,0
1/1/17 6:07,716521,2017,1,6,7,241.58,0
1/1/17 6:08,716522,2017,1,6,8,241.58,0
1/1/17 6:09,716523,2017,1,6,9,241.58,0
1/1/17 6:10,716524,2017,1,6,10,241.58,0
1/1/17 6:11,716525,2017,1,6,11,241.58,0
1/1/17 6:12,716526,2017,1,6,12,241.58,0
1/1/17 6:13,716527,2017,1,6,13,241.58,0
1/1/17 6:14,716528,2017,1,6,14,241.58,0
1/1/17 6:15,716529,2017,1,6,15,241.58,0
1/1/17 6:16,716530,2017,1,6,16,241.58,0
1/1/17 6:17,716531,2017,1,6,17,241.58,0
1/1/17 6:18,716532,2017,1,6,18,241.58,0
1/1/17 6:19,716533,2017,1,6,19,241.58,0
1/1/17 6:20,716534,2017,1,6,20,241.58,0
1/1/17 6:21,716535,2017,1,6,21,241.58,0
1/1/17 6:22,716536,2017,1,6,22,241.58,0
1/1/17 6:23,716537,2017,1,6,23,241.58,0
1/1/17 6:24,716538,2017,1,6,24,241.58,0
1/1/17 6:25,716539,2017,1,6,25,241.58,0
1/1/17 6:26,716540,2017,1,6,26,241.58,0
1/1/17 6:27,716541,2017,1,6,27,241.58,0
1/1/17 6:28,716542,2017,1,6,28,241.58,0
1/1/17 6:29,716543,2017,1,6,29,241.58,0
1/1/17 6:30,716544,2017,1,6,30,241.58,0
1/1/17 6:31,716545,2017,1,6,31,241.58,0
1/1/17 6:32,716546,2017,1,6,32,241.58,0
1/1/17 6:33,716547,2017,1,6,33,241.58,0
1/1/17 6:34,716548,2017,1,6,34,241.58,0
1/1/17 6:35,716549,2017,1,6,35,241.58,0
1/1/17 6:36,716550,2017,1,6,36,241.58,0
1/1/17 6:37,716551,2017,1,6,37,241.58,0
1/1/17 6:38,716552,2017,1,6,38,241.58,0
1/1/17 6:39,716553,2017,1,6,39,241.58,0
1/1/17 6:40,716554,2017,1,6,40,241.58,0
1/1/17 6:41,716555,2017,1,6,41,241.58,0
1/1/17 6:42,716556,2017,1,6,42,241.58,0
1/1/17 6:43,716557,2017,1,6,43,241.58,0
1/1/17 6:44,716558,2017,1,6,44,241.58,0
1/1/17 6:45,716559,2017,1,6,45,241.58,0
1/1/17 6:46,716560,2017,1,6,46,241.58,0
1/1/17 6:47,716561,2017,1,6,47,241.58,0
1/1/17 6:48,716562,2017,1,6,48,241.58,0
1/1/17 6:49,716563,2017,1,6,49,241.58,0
1/1/17 6:50,716564,2017,1,6,50,241.58,0
1/1/17 6:51,716565,2017,1,6,51,241.58,0
1/1/17 6:52,716566,2017,1,6,52,241.58,0
1/1/17 6:53,716567,2017,1,6,53,241.58,0
1/1/17 6:54,716568,2017,1,6,54,241.58,0
1/1/17 6:55,716569,2017,1,6,55,241.58,0
1/1/17 6:56,716570,2017,1,6,56,241.58,0
1/1/17 6:57,716571,2017,1,6,57,241.58,0
1/1/17 6:58,716572,2017,1,6,58,241.58,0
1/1/17 6:59,716573,2017,1,6,59,241.58,0
1/1/17 7:00,716574,2017,1,7,0,241.58,0
1/1/17 7:01,716575,2017,1,7,1,241.58,0
1/1/17 7:02,716576,2017,1,7,2,241.58,0
1/1/17 7:03,716577,2017,1,7,3,241.58,0
1/1/17 7:04,716578,2017,1,7,4,241.58,0
1/1/17 7:05,716579,2017,1,7,5,241.58,0
1/1/17 7:06,716580,2017,1,7,6,241.58,0
1/1/17 7:07,716581,2017,1,7,7,241.58,0
1/1/17 7:08,716582,2017,1,7,8,241.58,0
1/1/17 7:09,716583,2017,1,7,9,241.58,0
1/1/17 7:10,716584,2017,1,7,10,241.58,0
1/1/17 7:11,716585,2017,1,7,11,241.58,0
1/1/17 7:12,716586,2017,1,7,12,241.58,0
1/1/17 7:13,716587,2017,1,7,13,241.58,0
1/1/17 7:14,716588,2017,1,7,14,241.58,0
1/1/17 7:15,716589,2017,1,7,15,241.58,0
1/1/17 7:16,716590,2017,1,7,16,241.58,0
1/1/17 7:17,716591,2017,1,7,17,241.58,0
1/1/17 7:18,716592,2017,1,7,18,241.58,0
1/1/17 7:19,716593,2017,1,7,19,241.58,0
1/1/17 7:20,716594,2017,1,7,20,241.58,0
1/1/17 7:21,716595,2017,1,7,21,241.58,0
1/1/17 7:22,716596,2017,1,7,22,241.58,0
1/1/17 7:23,716597,2017,1,7,23,241.58,0
1/1/17 7:24,716598,2017,1,7,24,241.58,0
1/1/17 7:25,716599,2017,1,7,25,241.58,0
1/1/17 7:26,716600,2017,1,7,26,241.58,0
1/1/17 7:27,716601,2017,1,7,27,241.58,0
1/1/17 7:28,716602,2017,1,7,28,241.58,0
1/1/17 7:29,716603,2017,1,7,29,241.58,0
1/1/17 7:30,716604,2017,1,7,30,241.58,0
1/1/17 7:31,716605,2017,1,7,31,241.58,0
1/1/17 7:32,716606,2017,1,7,32,241.58,0
1/1/17 7:33,716607,2017,1,7,33,241.58,0
1/1/17 7:34,716608,2017,1,7,34,241.58,0
1/1/17 7:35,716609,2017,1,7,35,241.58,0
1/1/17 7:36,716610,2017,1,7,36,241.58,0
1/1/17 7:37,716611,2017,1,7,37,241.58,0
1/1/17 7:38,716612,2017,1,7,38,241.58,0
1/1/17 7:39,716613,2017,1,7,39,241.58,0
1/1/17 7:40,716614,2017,1,7,40,241.58,0
1/1/17 7:41,716615,2017,1,7,41,241.58,0
1/1/17 7:42,716616,2017,1,7,42,241.58,0
1/1/17 7:43,716617,2017,1,7,43,241.58,0
1/1/17 7:44,716618,2017,1,7,44,241.58,0
1/1/17 7:45,716619,2017,1,7,45,241.58,0
1/1/17 7:46,716620,2017,1,7,46,241.58,0
1/1/17 7:47,716621,2017,1,7,47,241.58,0
1/1/17 7:48,716622,2017,1,7,48,241.58,0
1/1/17 7:49,716623,2017,1,7,49,241.58,0
1/1/17 7:50,716624,2017,1,7,50,241.58,0
1/1/17 7:51,716625,2017,1,7,51,241.58,0
1/1/17 7:52,716626,2017,1,7,52,241.58,0
1/1/17 7:53,716627,2017,1,7,53,241.58,0
1/1/17 7:54,716628,2017,1,7,54,241.58,0
1/1/17 7:55,716629,2017,1,7,55,241.58,0
1/1/17 7:56,716630,2017,1,7,56,241.58,0
1/1/17 7:57,716631,2017,1,7,57,241.58,0
1/1/17 7:58,716632,2017,1,7,58,241.58,0
1/1/17 7:59,716633,2017,1,7,59,241.58,0
1/1/17 8:00,716634,2017,1,8,0,241.58,0
1/1/17 8:01,716635,2017,1,8,1,241.58,0
1/1/17 8:02,716636,2017,1,8,2,241.58,0
1/1/17 8:03,716637,2017,1,8,3,241.58,0
1/1/17 8:04,716638,2017,1,8,4,241.58,0
1/1/17 8:05,716639,2017,1,8,5,241.58,0
1/1/17 8:06,716640,2017,1,8,6,241.58,0
1/1/17 8:07,716641,2017,1,8,7,241.58,0
1/1/17 8:08,716642,2017,1,8,8,241.58,0
1/1/17 8:09,716643,2017,1,8,9,241.58,0
1/1/17 8:10,716644,2017,1,8,10,241.58,0
1/1/17 8:11,716645,2017,1,8,11,241.58,0
1/1/17 8:12,716646,2017,1,8,12,241.58,0
1/1/17 8:13,716647,2017,1,8,13,241.58,0
1/1/17 8:14,716648,2017,1,8,14,241.58,0
1/1/17 8:15,716649,2017,1,8,15,241.58,0
